Player ID,Player Name,Position,Team,Team ID,Salary,Year Joined Team
58,Justin Wilson,RB,Atlanta Falcons,2,23731644,2025
59,William Lopez,RB,Atlanta Falcons,2,28592425,2019
60,Michael Garcia,QB,Atlanta Falcons,2,13511159,2018
61,Daniel Martinez,DL,Atlanta Falcons,2,40489500,2020
62,Brian Williams,QB,Atlanta Falcons,2,18519018,2017
63,James Johnson,RB,Atlanta Falcons,2,42859626,2025
64,Michael Thomas,K,Atlanta Falcons,2,4156940,2015
65,Michael Taylor,CB,Atlanta Falcons,2,20907413,2022
66,Joshua Brown,QB,Atlanta Falcons,2,2900104,2021
67,Justin Martinez,LB,Atlanta Falcons,2,29020799,2023
68,John Garcia,S,Atlanta Falcons,2,39340060,2022
69,Kevin Lopez,OL,Atlanta Falcons,2,31500725,2024
70,William Rodriguez,P,Atlanta Falcons,2,18098786,2017
71,Anthony Thomas,S,Atlanta Falcons,2,22462028,2017
72,Kevin Miller,P,Atlanta Falcons,2,5968699,2021
73,Anthony Jackson,DL,Atlanta Falcons,2,23189539,2024
74,Kevin Rodriguez,RB,Atlanta Falcons,2,28016977,2025
75,Justin Moore,DL,Atlanta Falcons,2,22150801,2020
76,John Garcia,CB,Atlanta Falcons,2,34614467,2020
77,William Rodriguez,LB,Atlanta Falcons,2,24970462,2023
78,David Hernandez,K,Atlanta Falcons,2,30324272,2022
79,David Martin,P,Atlanta Falcons,2,44858432,2024
80,Ryan Lopez,WR,Atlanta Falcons,2,24602732,2018
81,John Wilson,OL,Atlanta Falcons,2,5576323,2018
82,Paul Martinez,CB,Atlanta Falcons,2,35303720,2016
83,Michael Jackson,DL,Atlanta Falcons,2,11738862,2018
84,John Moore,P,Atlanta Falcons,2,25228163,2018
85,Kevin Anderson,DL,Atlanta Falcons,2,31433557,2016
86,Jason Davis,TE,Atlanta Falcons,2,40658963,2015
87,James Miller,K,Atlanta Falcons,2,32946481,2021
88,Andrew Brown,RB,Atlanta Falcons,2,28197703,2021
89,Paul Taylor,S,Atlanta Falcons,2,26704399,2020
90,Mark Jones,DL,Atlanta Falcons,2,11927469,2017
91,Anthony Wilson,LB,Atlanta Falcons,2,13323162,2019
92,Joshua Wilson,RB,Atlanta Falcons,2,13839025,2022
93,William Hernandez,RB,Atlanta Falcons,2,41183769,2021
94,David Taylor,WR,Atlanta Falcons,2,17738237,2023
95,Robert Williams,P,Atlanta Falcons,2,20789226,2016
96,Jason Smith,WR,Atlanta Falcons,2,17131031,2017
97,Robert Martinez,S,Atlanta Falcons,2,8405332,2019
98,Anthony Taylor,WR,Atlanta Falcons,2,7336046,2025
99,Eric Gonzalez,CB,Atlanta Falcons,2,15642711,2017
100,John Garcia,TE,Atlanta Falcons,2,29322287,2023
101,Jason Wilson,CB,Atlanta Falcons,2,35679625,2015
102,Paul Miller,CB,Atlanta Falcons,2,28759587,2019
103,Eric Thomas,LB,Atlanta Falcons,2,7466715,2022
104,Andrew Wilson,QB,Atlanta Falcons,2,38284090,2021
105,Brandon Martin,WR,Atlanta Falcons,2,10689545,2023
106,Andrew Martinez,TE,Atlanta Falcons,2,11348052,2023
107,Jason Lopez,QB,Baltimore Ravens,3,30474796,2016
108,Paul Rodriguez,TE,Baltimore Ravens,3,3456427,2017
109,Robert Taylor,S,Baltimore Ravens,3,35263476,2015
110,David Rodriguez,OL,Baltimore Ravens,3,19560646,2020
111,William Jackson,OL,Baltimore Ravens,3,3744316,2020
112,Chris Williams,K,Baltimore Ravens,3,31391952,2016
113,Jason Wilson,S,Baltimore Ravens,3,27595011,2022
114,John Smith,LB,Baltimore Ravens,3,17893734,2017
115,Brian Martin,QB,Baltimore Ravens,3,7825077,2022
116,Justin Martinez,K,Baltimore Ravens,3,4232139,2023
117,Daniel Hernandez,CB,Baltimore Ravens,3,10376483,2018
118,Anthony Smith,QB,Baltimore Ravens,3,27220812,2021
119,Brandon Moore,LB,Baltimore Ravens,3,26959757,2016
120,Mark Jackson,TE,Baltimore Ravens,3,38921101,2022
121,Jason Davis,RB,Baltimore Ravens,3,15201387,2018
122,Kevin Miller,DL,Baltimore Ravens,3,15801950,2023
123,Ryan Thomas,WR,Baltimore Ravens,3,42666583,2018
124,Justin Taylor,P,Baltimore Ravens,3,10953998,2016
125,John Brown,RB,Baltimore Ravens,3,24046646,2025
126,Ryan Garcia,CB,Baltimore Ravens,3,10063026,2019
127,John Davis,DL,Baltimore Ravens,3,23954486,2019
128,Robert Martinez,K,Baltimore Ravens,3,21414393,2020
129,Eric Brown,K,Baltimore Ravens,3,38819039,2021
130,Anthony Rodriguez,OL,Baltimore Ravens,3,34785040,2018
131,Joshua Jones,DL,Baltimore Ravens,3,36999980,2015
132,Jason Brown,QB,Baltimore Ravens,3,18644094,2021
133,David Anderson,DL,Baltimore Ravens,3,2974531,2021
134,Robert Anderson,LB,Baltimore Ravens,3,44512909,2018
135,Brian Hernandez,S,Baltimore Ravens,3,1078716,2019
136,William Jackson,LB,Baltimore Ravens,3,43480092,2019
137,Daniel Rodriguez,P,Baltimore Ravens,3,18376918,2018
138,John Miller,WR,Baltimore Ravens,3,9369589,2023
139,Andrew Martinez,P,Baltimore Ravens,3,26303330,2024
140,John Gonzalez,RB,Baltimore Ravens,3,14312268,2018
141,Michael Jackson,LB,Baltimore Ravens,3,19173437,2017
142,Daniel Lopez,S,Baltimore Ravens,3,16765511,2020
143,Joshua Moore,DL,Baltimore Ravens,3,4701830,2019
144,Brian Jackson,K,Baltimore Ravens,3,32494322,2020
145,Michael Miller,RB,Baltimore Ravens,3,1737738,2025
146,Anthony Williams,S,Baltimore Ravens,3,24188556,2021
147,Brandon Anderson,DL,Baltimore Ravens,3,37197204,2019
148,Eric Garcia,S,Baltimore Ravens,3,21816569,2020
149,Chris Jackson,LB,Baltimore Ravens,3,9677114,2022
150,Jason Martinez,DL,Baltimore Ravens,3,37939316,2018
151,Paul Martinez,K,Baltimore Ravens,3,8383301,2019
152,Eric Lopez,CB,Baltimore Ravens,3,24889383,2023
153,Mark Thomas,DL,Baltimore Ravens,3,40779539,2019
154,Brandon Smith,OL,Baltimore Ravens,3,39777270,2023
155,Justin Thomas,CB,Baltimore Ravens,3,19631393,2024
156,David Thomas,CB,Baltimore Ravens,3,18863836,2021
157,Chris Brown,DL,Baltimore Ravens,3,1882914,2018
158,Chris Gonzalez,P,Baltimore Ravens,3,22651425,2024
159,Ryan Lopez,S,Baltimore Ravens,3,18683013,2015
160,Brandon Gonzalez,P,Buffalo Bills,4,24970868,2020
161,Eric Taylor,OL,Buffalo Bills,4,23347047,2025
162,David Jackson,DL,Buffalo Bills,4,24624177,2018
163,Brian Lopez,WR,Buffalo Bills,4,3895111,2015
164,Justin Garcia,QB,Buffalo Bills,4,21079154,2025
165,Ryan Brown,RB,Buffalo Bills,4,1043252,2021
166,Mark Martin,K,Buffalo Bills,4,4689058,2015
167,Michael Garcia,TE,Buffalo Bills,4,14655930,2024
168,Kevin Garcia,CB,Buffalo Bills,4,8305812,2023
169,William Taylor,WR,Buffalo Bills,4,8061089,2025
170,Anthony Moore,DL,Buffalo Bills,4,33811510,2018
171,Michael Davis,S,Buffalo Bills,4,10562572,2025
172,Eric Taylor,S,Buffalo Bills,4,1649604,2024
173,Chris Moore,TE,Buffalo Bills,4,1952847,2015
174,Jason Moore,RB,Buffalo Bills,4,29334029,2017
175,Brian Johnson,RB,Buffalo Bills,4,14077979,2023
176,David Anderson,DL,Buffalo Bills,4,21215383,2023
177,Joshua Williams,WR,Buffalo Bills,4,21701968,2023
178,Joshua Gonzalez,P,Buffalo Bills,4,18711410,2015
179,Kevin Taylor,TE,Buffalo Bills,4,24139825,2021
180,Jason Gonzalez,RB,Buffalo Bills,4,23113651,2015
181,Ryan Wilson,QB,Buffalo Bills,4,9019889,2021
182,William Miller,CB,Buffalo Bills,4,19187811,2016
183,Robert Smith,TE,Buffalo Bills,4,4426551,2021
184,Jason Jones,QB,Buffalo Bills,4,29848636,2016
185,Chris Williams,TE,Buffalo Bills,4,27394388,2025
186,Jason Garcia,QB,Buffalo Bills,4,36067226,2020
187,Jason Johnson,K,Buffalo Bills,4,41743402,2019
188,Justin Thomas,RB,Buffalo Bills,4,7968800,2024
189,Mark Thomas,K,Buffalo Bills,4,3948058,2025
190,Brian Jones,TE,Buffalo Bills,4,13187017,2020
191,Michael Taylor,P,Buffalo Bills,4,6007219,2017
192,Joshua Moore,K,Buffalo Bills,4,35722110,2023
193,Chris Jackson,OL,Buffalo Bills,4,29819043,2018
194,Daniel Rodriguez,TE,Buffalo Bills,4,13490682,2018
195,Andrew Gonzalez,TE,Buffalo Bills,4,5848434,2021
196,Mark Thomas,LB,Buffalo Bills,4,7281309,2020
197,Robert Martinez,DL,Buffalo Bills,4,18011605,2025
198,Joshua Smith,LB,Buffalo Bills,4,9286024,2024
199,William Martinez,WR,Buffalo Bills,4,30744078,2023
200,Chris Jackson,TE,Buffalo Bills,4,18943431,2018
201,Andrew Martin,WR,Buffalo Bills,4,20193167,2024
202,David Jackson,K,Buffalo Bills,4,40974262,2025
203,Robert Johnson,K,Buffalo Bills,4,40818556,2018
204,Chris Taylor,RB,Buffalo Bills,4,39107730,2023
205,Paul Lopez,RB,Buffalo Bills,4,15728561,2025
206,Jason Hernandez,WR,Buffalo Bills,4,10155905,2016
207,Justin Gonzalez,TE,Buffalo Bills,4,10855769,2018
208,Andrew Garcia,RB,Buffalo Bills,4,34541655,2021
209,Kevin Smith,CB,Buffalo Bills,4,870524,2020
210,Justin Moore,CB,Buffalo Bills,4,38995382,2025
211,Eric Anderson,QB,Buffalo Bills,4,38092580,2020
212,Anthony Martin,WR,Buffalo Bills,4,25961843,2023
213,Robert Jackson,TE,Carolina Panthers,5,22258517,2018
214,Kevin Martin,LB,Carolina Panthers,5,36059574,2024
215,Michael Jones,P,Carolina Panthers,5,5603164,2024
216,Daniel Martinez,K,Carolina Panthers,5,38601900,2024
217,Joshua Wilson,LB,Carolina Panthers,5,20543284,2021
218,Andrew Smith,S,Carolina Panthers,5,35954581,2023
219,Brandon Jackson,QB,Carolina Panthers,5,2394428,2018
220,Brandon Johnson,WR,Carolina Panthers,5,35331376,2025
221,Anthony Jackson,DL,Carolina Panthers,5,37338665,2022
222,Mark Jackson,RB,Carolina Panthers,5,33624168,2016
223,Kevin Jackson,DL,Carolina Panthers,5,39661463,2015
224,Mark Davis,QB,Carolina Panthers,5,26004463,2024
225,Ryan Garcia,DL,Carolina Panthers,5,34123908,2020
226,John Moore,CB,Carolina Panthers,5,21565111,2022
227,Justin Lopez,OL,Carolina Panthers,5,29035421,2025
228,John Wilson,CB,Carolina Panthers,5,14411474,2025
229,Brian Moore,S,Carolina Panthers,5,43521982,2018
230,Ryan Miller,RB,Carolina Panthers,5,31457035,2025
231,Justin Williams,TE,Carolina Panthers,5,11992637,2020
232,David Wilson,QB,Carolina Panthers,5,29747626,2025
233,Anthony Jackson,LB,Carolina Panthers,5,3526127,2024
234,Anthony Martin,DL,Carolina Panthers,5,44310015,2023
235,Eric Williams,WR,Carolina Panthers,5,12278957,2022
236,Michael Williams,OL,Carolina Panthers,5,26250282,2015
237,Jason Taylor,RB,Carolina Panthers,5,9622412,2017
238,Kevin Anderson,S,Carolina Panthers,5,37037209,2020
239,Kevin Johnson,TE,Carolina Panthers,5,16016890,2022
240,Michael Hernandez,S,Carolina Panthers,5,33806483,2021
241,Brandon Martinez,CB,Carolina Panthers,5,8226592,2025
242,Eric Brown,P,Carolina Panthers,5,41199087,2016
243,Mark Garcia,TE,Carolina Panthers,5,12905563,2019
244,Chris Gonzalez,P,Carolina Panthers,5,4727253,2019
245,John Thomas,QB,Carolina Panthers,5,25686708,2022
246,Justin Garcia,OL,Carolina Panthers,5,2207482,2023
247,John Moore,QB,Carolina Panthers,5,44917172,2023
248,Ryan Martin,WR,Carolina Panthers,5,10075658,2018
249,Jason Martinez,CB,Carolina Panthers,5,16620424,2018
250,Ryan Gonzalez,K,Carolina Panthers,5,12387955,2024
251,Paul Gonzalez,K,Carolina Panthers,5,10965586,2022
252,Robert Jackson,OL,Carolina Panthers,5,27596565,2015
253,Anthony Garcia,K,Carolina Panthers,5,37514077,2017
254,Brian Johnson,CB,Carolina Panthers,5,40728859,2019
255,Eric Jones,TE,Carolina Panthers,5,1140272,2022
256,William Hernandez,CB,Carolina Panthers,5,16689624,2025
257,Anthony Martinez,S,Carolina Panthers,5,34823679,2016
258,Daniel Taylor,RB,Carolina Panthers,5,2897693,2022
259,Ryan Jackson,DL,Carolina Panthers,5,32495907,2017
260,Eric Miller,QB,Carolina Panthers,5,43485653,2016
261,Michael Rodriguez,LB,Carolina Panthers,5,31048685,2025
262,Ryan Hernandez,TE,Carolina Panthers,5,10757960,2018
263,William Miller,CB,Carolina Panthers,5,9247321,2015
264,John Taylor,P,Carolina Panthers,5,35307132,2022
265,Joshua Lopez,K,Carolina Panthers,5,40088166,2025
266,David Miller,RB,Chicago Bears,6,28119946,2017
267,William Thomas,TE,Chicago Bears,6,34202936,2018
268,William Wilson,OL,Chicago Bears,6,23242732,2023
269,Paul Wilson,CB,Chicago Bears,6,23056625,2015
270,Daniel Johnson,QB,Chicago Bears,6,28439259,2021
271,Mark Martin,TE,Chicago Bears,6,40162667,2021
272,Mark Rodriguez,TE,Chicago Bears,6,32850620,2022
273,Anthony Lopez,P,Chicago Bears,6,26276203,2015
274,Michael Hernandez,WR,Chicago Bears,6,25126194,2015
275,Brian Jones,OL,Chicago Bears,6,12100923,2020
276,Ryan Brown,S,Chicago Bears,6,23349984,2022
277,Justin Martinez,S,Chicago Bears,6,26768433,2025
278,David Davis,WR,Chicago Bears,6,13765431,2019
279,Mark Jones,LB,Chicago Bears,6,20575179,2025
280,Justin Miller,LB,Chicago Bears,6,29380973,2017
281,Justin Martinez,WR,Chicago Bears,6,18090212,2022
282,William Gonzalez,OL,Chicago Bears,6,36445616,2018
283,John Taylor,LB,Chicago Bears,6,3756858,2024
284,Mark Johnson,RB,Chicago Bears,6,18546947,2015
285,Andrew Brown,QB,Chicago Bears,6,22255930,2025
286,Brian Miller,CB,Chicago Bears,6,1442642,2017
287,Kevin Johnson,DL,Chicago Bears,6,44325275,2025
288,Eric Jones,DL,Chicago Bears,6,11359111,2016
289,William Martin,DL,Chicago Bears,6,34300990,2020
290,Mark Martinez,LB,Chicago Bears,6,8855088,2023
291,Jason Jones,OL,Chicago Bears,6,32897186,2020
292,Justin Rodriguez,CB,Chicago Bears,6,27433170,2018
293,John Johnson,TE,Chicago Bears,6,37033696,2023
294,Brian Rodriguez,LB,Chicago Bears,6,39143146,2021
295,Jason Rodriguez,S,Chicago Bears,6,25887110,2024
296,Joshua Williams,K,Chicago Bears,6,8825287,2018
297,Robert Miller,P,Chicago Bears,6,5209374,2019
298,Ryan Rodriguez,P,Chicago Bears,6,25416458,2024
299,James Smith,CB,Chicago Bears,6,14034102,2018
300,Paul Martin,LB,Chicago Bears,6,40120761,2025
301,Kevin Garcia,P,Chicago Bears,6,36576461,2016
302,John Hernandez,OL,Chicago Bears,6,11754695,2025
303,Daniel Jackson,CB,Chicago Bears,6,1251552,2015
304,Andrew Jackson,P,Chicago Bears,6,3691972,2015
305,Brian Taylor,TE,Chicago Bears,6,16734792,2017
306,Brandon Smith,CB,Chicago Bears,6,17794743,2020
307,Kevin Williams,S,Chicago Bears,6,37460046,2022
308,William Rodriguez,WR,Chicago Bears,6,19272093,2022
309,Jason Hernandez,LB,Chicago Bears,6,34975326,2019
310,Michael Jackson,QB,Chicago Bears,6,9594210,2019
311,Andrew Brown,LB,Chicago Bears,6,7059892,2023
312,Kevin Thomas,RB,Chicago Bears,6,34664517,2022
313,Paul Taylor,OL,Chicago Bears,6,24653503,2018
314,Brian Miller,P,Chicago Bears,6,44619250,2024
315,Andrew Rodriguez,S,Chicago Bears,6,34045740,2018
316,Chris Moore,CB,Chicago Bears,6,18492994,2020
317,Michael Smith,TE,Chicago Bears,6,1925496,2024
318,Chris Miller,P,Chicago Bears,6,23719325,2023
319,Daniel Thomas,P,Cincinnati Bengals,7,44475157,2025
320,Justin Rodriguez,WR,Cincinnati Bengals,7,36974729,2015
321,Robert Smith,P,Cincinnati Bengals,7,4665165,2023
322,Brian Rodriguez,WR,Cincinnati Bengals,7,1074300,2016
323,Andrew Gonzalez,K,Cincinnati Bengals,7,12506025,2019
324,John Garcia,CB,Cincinnati Bengals,7,31812593,2022
325,James Hernandez,K,Cincinnati Bengals,7,22543110,2024
326,Chris Taylor,LB,Cincinnati Bengals,7,34912591,2018
327,Kevin Brown,K,Cincinnati Bengals,7,20524583,2021
328,Robert Johnson,QB,Cincinnati Bengals,7,14982844,2016
329,Robert Martinez,QB,Cincinnati Bengals,7,30305366,2020
330,John Taylor,TE,Cincinnati Bengals,7,1241784,2015
331,David Martin,WR,Cincinnati Bengals,7,35329955,2018
332,Joshua Gonzalez,TE,Cincinnati Bengals,7,42741744,2015
333,Brandon Davis,P,Cincinnati Bengals,7,16761019,2019
334,Ryan Lopez,QB,Cincinnati Bengals,7,4712924,2020
335,Brian Williams,K,Cincinnati Bengals,7,28002065,2020
336,David Moore,OL,Cincinnati Bengals,7,33086916,2016
337,Jason Martinez,CB,Cincinnati Bengals,7,16352729,2016
338,Andrew Garcia,LB,Cincinnati Bengals,7,28507580,2025
339,Eric Gonzalez,QB,Cincinnati Bengals,7,33007101,2020
340,Michael Johnson,CB,Cincinnati Bengals,7,14770398,2015
341,David Jones,QB,Cincinnati Bengals,7,36825539,2015
342,Jason Moore,TE,Cincinnati Bengals,7,12064376,2020
343,Kevin Jones,WR,Cincinnati Bengals,7,15362171,2021
344,James Rodriguez,S,Cincinnati Bengals,7,10435403,2024
345,Kevin Wilson,CB,Cincinnati Bengals,7,35018547,2016
346,Chris Hernandez,K,Cincinnati Bengals,7,29478570,2025
347,Justin Jones,K,Cincinnati Bengals,7,29737307,2017
348,Mark Smith,LB,Cincinnati Bengals,7,41182200,2018
349,Brian Lopez,CB,Cincinnati Bengals,7,35231128,2020
350,Kevin Garcia,TE,Cincinnati Bengals,7,11835779,2023
351,Michael Garcia,RB,Cincinnati Bengals,7,37483850,2025
352,Michael Davis,OL,Cincinnati Bengals,7,28942917,2025
353,Chris Jackson,S,Cincinnati Bengals,7,39882382,2023
354,Michael Garcia,P,Cincinnati Bengals,7,3917531,2019
355,Daniel Wilson,DL,Cincinnati Bengals,7,33038306,2023
356,Joshua Gonzalez,OL,Cincinnati Bengals,7,12889648,2022
357,John Anderson,LB,Cincinnati Bengals,7,35590276,2019
358,Brian Rodriguez,OL,Cincinnati Bengals,7,39817098,2020
359,Jason Hernandez,QB,Cincinnati Bengals,7,27037081,2022
360,Michael Lopez,WR,Cincinnati Bengals,7,26324820,2015
361,Kevin Wilson,LB,Cincinnati Bengals,7,29979969,2025
362,Anthony Moore,RB,Cincinnati Bengals,7,17101023,2024
363,Chris Johnson,TE,Cincinnati Bengals,7,2970870,2020
364,Robert Taylor,RB,Cincinnati Bengals,7,27900562,2025
365,Anthony Jones,LB,Cincinnati Bengals,7,10095061,2016
366,Brian Gonzalez,CB,Cincinnati Bengals,7,10127450,2017
367,Eric Davis,LB,Cincinnati Bengals,7,9456865,2017
368,Brandon Lopez,DL,Cincinnati Bengals,7,30011235,2022
369,Joshua Gonzalez,RB,Cincinnati Bengals,7,28669663,2020
370,Paul Johnson,S,Cincinnati Bengals,7,19751794,2025
371,Chris Gonzalez,QB,Cincinnati Bengals,7,20795646,2021
372,Eric Hernandez,OL,Cleveland Browns,8,31106764,2025
373,Joshua Jackson,TE,Cleveland Browns,8,41129785,2018
374,William Taylor,TE,Cleveland Browns,8,5607523,2016
375,Ryan Martin,OL,Cleveland Browns,8,10861861,2021
376,Ryan Rodriguez,LB,Cleveland Browns,8,4858638,2017
377,Jason Martinez,P,Cleveland Browns,8,2304099,2018
378,David Wilson,QB,Cleveland Browns,8,28890385,2018
379,John Williams,K,Cleveland Browns,8,25452485,2017
380,Mark Martin,DL,Cleveland Browns,8,2885323,2021
381,Chris Moore,S,Cleveland Browns,8,44619006,2015
382,Ryan Jackson,OL,Cleveland Browns,8,44447644,2025
383,Ryan Taylor,DL,Cleveland Browns,8,30085016,2024
384,Kevin Garcia,WR,Cleveland Browns,8,8762526,2015
385,John Johnson,CB,Cleveland Browns,8,21275138,2024
386,John Jones,K,Cleveland Browns,8,27353975,2017
387,David Lopez,RB,Cleveland Browns,8,9271959,2016
388,Mark Jones,CB,Cleveland Browns,8,29805944,2023
389,Ryan Anderson,OL,Cleveland Browns,8,7733194,2015
390,Robert Anderson,TE,Cleveland Browns,8,15904255,2019
391,Michael Martin,P,Cleveland Browns,8,30029296,2023
392,Chris Gonzalez,K,Cleveland Browns,8,11899006,2025
393,John Gonzalez,QB,Cleveland Browns,8,9549330,2023
394,Joshua Thomas,P,Cleveland Browns,8,16593384,2016
395,Andrew Martin,TE,Cleveland Browns,8,39517382,2022
396,James Davis,K,Cleveland Browns,8,34061878,2015
397,William Moore,WR,Cleveland Browns,8,26436608,2023
398,Brian Jones,TE,Cleveland Browns,8,31950578,2021
399,Robert Williams,QB,Cleveland Browns,8,19378081,2016
400,David Gonzalez,LB,Cleveland Browns,8,11451807,2020
401,Kevin Rodriguez,LB,Cleveland Browns,8,17017674,2017
402,Michael Anderson,OL,Cleveland Browns,8,16647978,2025
403,Robert Smith,OL,Cleveland Browns,8,43404292,2025
404,Kevin Rodriguez,S,Cleveland Browns,8,6620770,2018
405,Ryan Martinez,QB,Cleveland Browns,8,11393391,2016
406,Anthony Davis,RB,Cleveland Browns,8,16354472,2019
407,Kevin Smith,RB,Cleveland Browns,8,25731508,2020
408,James Jones,K,Cleveland Browns,8,7289354,2022
409,Robert Taylor,CB,Cleveland Browns,8,10830641,2018
410,Eric Martinez,K,Cleveland Browns,8,11631577,2024
411,Brandon Garcia,OL,Cleveland Browns,8,8617481,2025
412,John Jackson,WR,Cleveland Browns,8,44856682,2025
413,Mark Smith,WR,Cleveland Browns,8,19139746,2021
414,Chris Rodriguez,WR,Cleveland Browns,8,11894760,2021
415,Andrew Jones,QB,Cleveland Browns,8,6276202,2017
416,Justin Jackson,CB,Cleveland Browns,8,28792477,2025
417,Anthony Thomas,OL,Cleveland Browns,8,8704415,2021
418,Daniel Garcia,QB,Cleveland Browns,8,20421957,2015
419,Mark Miller,OL,Cleveland Browns,8,29908049,2024
420,Paul Taylor,OL,Cleveland Browns,8,16840569,2016
421,Jason Smith,CB,Cleveland Browns,8,29439684,2015
422,Daniel Smith,K,Cleveland Browns,8,40475947,2017
423,Paul Wilson,P,Cleveland Browns,8,1553731,2015
424,Jason Taylor,LB,Cleveland Browns,8,32817531,2025
425,Brandon Williams,P,Dallas Cowboys,9,43204209,2016
426,Michael Jones,TE,Dallas Cowboys,9,17304627,2025
427,Justin Gonzalez,OL,Dallas Cowboys,9,8074625,2022
428,Mark Jackson,CB,Dallas Cowboys,9,8655152,2015
429,Brandon Gonzalez,LB,Dallas Cowboys,9,44667883,2017
430,David Garcia,TE,Dallas Cowboys,9,22423362,2018
431,Daniel Gonzalez,P,Dallas Cowboys,9,22234917,2019
432,Eric Williams,TE,Dallas Cowboys,9,44173555,2025
433,Brian Gonzalez,K,Dallas Cowboys,9,31038234,2016
434,Robert Lopez,DL,Dallas Cowboys,9,38995118,2017
435,Ryan Gonzalez,TE,Dallas Cowboys,9,20274799,2021
436,Robert Moore,S,Dallas Cowboys,9,24789935,2018
437,Eric Lopez,DL,Dallas Cowboys,9,20408144,2017
438,Michael Hernandez,K,Dallas Cowboys,9,28057120,2020
439,William Rodriguez,RB,Dallas Cowboys,9,21304903,2017
440,Jason Rodriguez,TE,Dallas Cowboys,9,33405781,2022
441,Brian Gonzalez,WR,Dallas Cowboys,9,14354206,2021
442,David Martin,CB,Dallas Cowboys,9,1776336,2022
443,Brandon Davis,TE,Dallas Cowboys,9,26603047,2024
444,Mark Garcia,CB,Dallas Cowboys,9,27878821,2021
445,Mark Anderson,LB,Dallas Cowboys,9,13622459,2016
446,Chris Hernandez,K,Dallas Cowboys,9,30268642,2018
